title,authors,categories,average_rating
Red Harvest,Dashiell Hammett,Continental Op (Fictitious character),"3,98"
The Unadulterated Cat,Terry Pratchett;Gray Jolliffe,Cats,"3,83"
The Continental Op,Dashiell Hammett,Continental Op (Fictitious character),"4,15"
The Pusher,Ed McBain,87th Precinct (Imaginary place),"3,89"
The Scorpio Illusion,Robert Ludlum,Women terrorists,"3,84"
Trevayne,Robert Ludlum,Organized Crime,"3,62"
The Scarlatti Inheritance,Robert Ludlum,Defectors,"3,84"
Beasts,Joyce Carol Oates,College stories,"3,57"
The Postman Always Rings Twice,James M. Cain,Adultery,"3,8"
The Maltese Falcon,Dashiell Hammett,Crime investigations,"3,91"
The Iliad,Nick McCarty;Victor G. Ambrus,Juvenile Fiction,"3,85"
I Wonder Why I Blink,Brigid Avison,Juvenile Nonfiction,"3,93"
I Wonder Why the Sun Rises,Brenda Walpole,Juvenile Nonfiction,"3,95"
Eden in the East,Stephen Oppenheimer,History,"3,96"
The White Hotel,D. M. Thomas,Austria,"3,83"
Arthur and the Lost Kingdoms,Alistair Moffat,Great Britain,"3,73"
Maya,Jostein Gaarder,Fiction,"3,6"
Pure Drivel,Steve Martin,Surealism,"3,68"
My Favourite Year,Nick Hornby,Sports & Recreation,"3,69"
Mouse Or Rat?,Umberto Eco,Language Arts & Disciplines,"3,83"
The Orange Girl,Jostein Gaarder,Fiction,"3,91"
Razor's Edge,Hugh Bicheno;Richard Holmes,History,"3,77"
Atlantic Shift,Emily Barr,Cellists,"3,31"
Full Speed,Janet Evanovich;Charlotte Hughes,"Holt, Max (Fictitious character)","3,82"
Falling for You,Jill Mansell,Fiction,"3,79"
Girl in Hyacinth Blue,Susan Vreeland,American fiction,"3,73"
The Science of Harry Potter,Roger Highfield,Magic,"4,04"
After the Mourning,Barbara Nadel,Fiction,"3,4"
A Friar's Bloodfeud,Michael Jecks,Fiction,"4,1"
The Death Ship of Dartmouth,Michael Jecks,Fiction,"4,07"
In Conquest Born,C. S. Friedman,Fiction,"3,88"
The Serpent's Shadow,Mercedes Lackey,Fiction,"3,99"
Sorcery Rising,Jude Fisher,Fiction,"3,55"
Joust,Mercedes Lackey,Fiction,"4,01"
The War of the Flowers,Tad Williams,Fiction,"3,87"
Exile's Valor,Mercedes Lackey,Fiction,"4,18"
Stone of Farewell,Tad Williams,Fiction,"4,1"
Black Sun Rising,C. S. Friedman,Fiction,"3,93"
Crown of Shadows,C. S. Friedman,Fiction,"4,17"
Crossroads and Other Tales of Valdemar,Mercedes Lackey,Fiction,"3,86"
Regeneration,Julie E. Czerneda,Fiction,"4,13"
Shadowplay,Tad Williams,Fiction,"3,89"
Shadowmarch,Tad Williams,Fiction,"3,73"
The DC Comics Encyclopedia,Phil Jimenez,Antiques & Collectibles,"4,29"
A Faith Like Mine,Laura Buller,Juvenile Nonfiction,"3,91"
Star Wars,Kristin Lund;Simon Beecroft;Kerrie Dougherty,Juvenile Nonfiction,"4,3"
Spain,"DK Publishing, Inc",Travel,"4,22"
Animal,David Burnie;Don E. Wilson,Zoology,"4,52"
Conan,Roy Thomas;Todd McFarlane;Robert Ervin Howard,Art,"3,93"
Star Wars,David West Reynolds;James Luceno,Juvenile Nonfiction,"4,34"
You Can Draw Star Wars,Bonnie Burton,Juvenile Nonfiction,"4,04"
The Marvel Comics Encyclopedia,"DK Publishing, Inc",Comics & Graphic Novels,"4,36"
Greece,Marc Dubin,Travel,"4,08"
Sugar Cookie Murder,Joanne Fluke,Fiction,"3,75"
Bad Boys in Black Tie,Lori Foster;Erin McCarthy;Morgan Leigh,Fiction,"3,73"
Bad Boys Over Easy,Erin McCarthy;Jen Nicholas;Jordan Summers,Fiction,"3,78"
The Man Who Loved Jane Austen,Sally Smith O'Rourke,Fiction,"3,37"
You Don't Know Jack,Erin McCarthy,Fiction,"3,72"
Lemon Meringue Pie Murder,Joanne Fluke,Fiction,"3,88"
Corvette,Randy Leffingwell,Transportation,"4,06"
Jimmy Stewart,Starr Smith,History,"3,92"
The John Deere Two-Cylinder Tractor Encyclopedia,Don Macmillan;Wayne G. Broehl,Reference,"4,75"
"20,000 Leagues Under the Sea",Jules Verne,Science fiction,"3,88"
The Conquest of Gaul,Julius Caesar;F. P. Long;Cheryl Walker,History,"3,99"
"1,000 Places to See Before You Die",Patricia Schultz,Travel,"3,85"
What to Expect the First Year,Heidi Eisenberg Murkoff;Arlene Eisenberg;Sandee Eisenberg Hathaway,Family & Relationships,"3,88"
Baby's Alphabet,Jean Marzollo,Juvenile Nonfiction,"3,75"
It's Winter!,Linda Glaser,Juvenile Nonfiction,"3,63"
The Brave Women of the Gulf Wars,Karen Zeinert;Mary Miller,Juvenile Nonfiction,4
The Statue of Liberty,Debra Hess,History,4
The American Flag,Debra Hess,Juvenile Nonfiction,4
The Star-Spangled Banner,Debra Hess,Juvenile Nonfiction,4
The White House,Debra Hess,History,4
The Liberty Bell,Debra Hess,History,"3,83"
The Wealthy Barber,David Chilton,"Finance, Personal","4,02"
Your First Year in Network Marketing,Mark Yarnell;Rene Reid Yarnell;Rene Yarnell,Business & Economics,"4,05"
Medal of Honor Rising Sun,Mark Cohen,Games & Activities,"3,67"
The Bard's Tale,Kaizen Media Group (CRT);Craig Keller,Games,"4,17"
Lego Star Wars,Michael Littlefield;Prima Games,Computers,"4,62"
Elder Scrolls IV,Peter Olafson,Games,"4,31"
The Politics of Injustice,Katherine Beckett;Theodore Sasson,Political Science,"3,76"
Société de Consommation,Jean Baudrillard,Social Science,"4,13"
Reader's digest complete guide to the Bible,Reader's Digest,Religion,"4,55"
The Mini Zen Gardening Kit,Abd Al-Hayy Moore,Gardening,"3,21"
The Classic Treasury of Hans Christian Andersen,Hans Christian Andersen;Christian Birmingham,Juvenile Fiction,"4,24"
God Created The Integers,Stephen Hawking,Mathematics,"4,06"
The Illustrated on the Shoulders of Giants,Stephen W. Hawking,Science,"4,2"
Captain Slaughterboard Drops Anchor,Mervyn Peake,Juvenile Fiction,"4,08"
Judy Moody Gets Famous!,Megan McDonald;Peter Reynolds,Juvenile Fiction,"4,03"
Judy Moody Saves the World!,Megan McDonald,Juvenile Fiction,"4,03"
Castle Diary,Richard Platt;Chris Riddell,Juvenile Fiction,"3,84"
Dragonology,Ernest Drake,Juvenile Nonfiction,"4,1"
The Kate DiCamillo Collection,Kate DiCamillo,Animals,"4,03"
The Miraculous Journey of Edward Tulane,Kate DiCamillo,Juvenile Fiction,"4,36"
"Judy Moody, M.D.",Megan McDonald,JUVENILE FICTION,"4,08"
Judy Moody Declares Independence,Megan McDonald,Juvenile Fiction,"4,08"
The Dragon's Eye,Dugald Steer,Juvenile Fiction,"3,82"
Confessions of a Teenage Drama Queen,Dyan Sheldon,Juvenile Fiction,"3,34"
My Perfect Life,Dyan Sheldon,Juvenile Fiction,"3,32"
Judy Moody,Megan McDonald,Juvenile Fiction,"4,15"
Mercy Watson,Kate DiCamillo;Chris Van Dusen,Juvenile Fiction,"4,16"
A Christmas Carol,Charles Dickens,Juvenile Fiction,"4,04"
Deep and Meaningful Diaries from Planet Janet,Dyan Sheldon,Juvenile Fiction,"3,49"
Sophie Pitt-Turnbull Discovers America,Dyan Sheldon,Juvenile Fiction,"3,22"
Varney's Pocket Midwife,Jan M. Kriebs;Carolyn L. Gegor,Medical,"4,06"
Algebra the Easy Way,Douglas Downing,Mathematics,"4,06"
Aquatic Turtles,Richard D. Bartlett;Patricia Bartlett,Pets,"3,8"
American Sign Language The Easy Way,David A. Stewart;Elizabeth Stewart;Jessalyn Little,Language Arts & Disciplines,"3,72"
The Night at the Museum,Milan Trenc,Juvenile Fiction,"3,89"
Heathersleigh Homecoming,Michael R. Phillips,Fiction,"4,32"
Chosen But Free,Norman L. Geisler,Religion,"3,29"
A Higher Justice,James Scott Bell,Fiction,"4,23"
Ballet For Dummies,Scott Speck;Evelyn Cisneros,Performing Arts,"3,99"
CliffsNotes On Joyce's Dubliners,Adam Sexton,Literary Criticism,"3,5"
CliffsNotes on Dostoevsky's The Brothers Karamazov,James L. Roberts;Gary Carey,Literary Criticism,"3,5"
CliffsNotes on Woolf's Mrs. Dalloway,Gary Carey,Literary Criticism,3
Philosophy For Dummies,Tom Morris,Philosophy,"3,65"
Sex For Dummies,Sabine Walter,Self-Help,"3,62"
Turtles and Tortoises For Dummies,Liz Palika,Pets,"3,57"
PHP and MySQL For Dummies,Janet Valade,Computers,"3,54"
Astronomy For Dummies,Stephen P. Maran,Science,"3,83"
CliffsComplete Hamlet,William Shakespeare,Drama,"4,04"
CliffsNotes on Steinbeck's The Grapes of Wrath,Kelly McGrath Vlcek,Literary Criticism,"3,74"
CliffsNotes on Golding's Lord of the Flies,Maureen Kelly,Literary Criticism,"3,92"
CliffsNotes on Fitzgerald's The Great Gatsby,Kate Maurer,Literary Criticism,"3,73"
CliffsNotes on Shakespeare's Macbeth,Alex Went,Literary Criticism,"3,55"
CliffsNotes on Shakespeare's Hamlet,Carla Lynn Stockton,Literary Criticism,"3,68"
CliffsNotes on Dickens' A Tale of Two Cities,Marie Kalil,Literary Criticism,"3,49"
CliffsNotes on Dstoevsky's Crime and Punishment,James L. Roberts,Literary Criticism,"3,76"
CliffsNotes on Kesey's One Flew Over the Cuckoo's Nest,Bruce Edward Walker,Literary Criticism,"4,17"
CliffsNotes on Remarque's All Quiet on the Western Front,Susan Van Kirk,Literary Criticism,"4,24"
CliffsComplete The Scarlet Letter,Nathaniel Hawthorne,Fiction,"3,39"
CliffsComplete The Adventures of Huckleberry Finn,Mark Twain,Fiction,"3,81"
The Bon Appetit Cookbook,Barbara Fairchild,Cooking,"4,06"
The Twelve Terrors of Christmas,John Updike,Fiction,"4,24"
Legends,Robert Silverberg,Fiction,"3,92"
Stork Naked,Piers Anthony,Fiction,"3,87"
Children of the Mind,Orson Scott Card,Fiction,"3,75"
The Dragon Reborn,Robert Jordan,Fiction,"4,25"
7 Steps to Midnight,Richard Matheson,Fiction,"3,48"
What Dreams May Come,Richard Matheson,Fiction,"3,95"
Treason,Orson Scott Card,Fiction,"3,9"
Down and Out in the Magic Kingdom,Cory Doctorow,Fiction,"3,56"
Blade of Fortriu,Juliet Marillier,Fiction,"4,08"
The Dark Mirror,Juliet Marillier,Fiction,"3,97"
Eastern Standard Tribe,Cory Doctorow,Fiction,"3,49"
Glass Soup,Jonathan Carroll,Fiction,"3,87"
Outside the Dog Museum,Jonathan Carroll,Fiction,"3,97"
Sleeping in Flame,Jonathan Carroll,Fiction,"4,05"
"Someone Comes to Town, Someone Leaves Town",Cory Doctorow,Fiction,"3,51"
Hunters of Dune,Brian Herbert;Kevin J. Anderson,Fiction,"3,65"
Sandworms of Dune,Brian Herbert;Kevin J. Anderson,Fiction,"3,64"
Children of the Night,Mercedes Lackey,Fiction,"3,94"
Jinx High,Mercedes Lackey,Fiction,"3,82"
Empire,Orson Scott Card,Fiction,"3,43"
Soldier of Sidon,Gene Wolfe,Fiction,4
Voices From the Street,Philip K. Dick,Fiction,"3,28"
Conan: Sword of Skelos,Andrew Offutt,Fiction,"3,94"
The Pillars of Creation,Terry Goodkind,Fiction,"3,68"
Wasteland of Flint,Thomas Harlan,Fiction,"3,79"
Sarah,Orson Scott Card,Fiction,"3,88"
Rebekah,Orson Scott Card,Fiction,"3,84"
Rachel & Leah,Orson Scott Card,Fiction,"3,85"
To Light a Candle,Mercedes Lackey;James Mallory,Fiction,"4,11"
The Santaroga Barrier,Frank Herbert,Fiction,"3,65"
The Eyes of Heisenberg,Frank Herbert,Fiction,"3,43"
The Dosadi Experiment,Frank Herbert,Fiction,"3,81"
Pet Peeve,Piers Anthony,Fiction,"3,86"
Naked Empire,Terry Goodkind,Fiction,"3,82"
Chainfire,Terry Goodkind,Fiction,"3,96"
Phantom,Terry Goodkind,Fiction,"3,99"
Hawkes Harbor,S. E. Hinton,Fiction,"3,13"
Terraforming Earth,Jack Williamson,Fiction,"3,47"
A Cavern of Black Ice,J. V. Jones,Fiction,"3,87"
In the Land of the Lawn Weenies,David Lubar,Juvenile Fiction,"3,96"
Wolfskin,Juliet Marillier,Fiction,4
Wizard's First Rule,Terry Goodkind,Fiction,"4,14"
First Meetings,Orson Scott Card,Young Adult Fiction,"3,83"
The Family Trade,Charles Stross,Fiction,"3,52"
New Threads in the Pattern,Robert Jordan,Juvenile Fiction,"4,27"
The Wizard,Gene Wolfe,Fiction,"3,86"
Godslayer,Jacqueline Carey,Fiction,"3,69"
Debt of Bones,Terry Goodkind,Fiction,"3,86"
Among the Dolls,William Sleator,Juvenile Fiction,"3,66"
Reliquary,Douglas Preston;Preston Douglas;Lincoln Child,Fiction,"4,02"
Jonathan Strange & Mr Norrell,Susanna Clarke,Fiction,"3,82"
The Prestige,Christopher Priest,Fiction,"3,88"
Hidden Talents,David Lubar,Juvenile Fiction,"3,93"
Arthur Edward Waite's Quest of the Golden Stairs,Arthur Edward Waite,Fiction,"4,1"
The Corner,David Simon;Edward Burns,Social Science,"4,42"
Awakening the Buddha Within,Surya Das;Lama Surya Das,Philosophy,"4,2"
A Walk in the Woods,Bill Bryson,Travel,"4,06"
I'm a Stranger Here Myself,Bill Bryson,Biography & Autobiography,"3,9"
In a Sunburned Country,Bill Bryson,True Crime,"4,07"
Q,Quincy Jones,Biography & Autobiography,"4,08"
Mr. Maybe,Jane Green,Fiction,"3,44"
The Hunt for Zero Point,Nick Cook,"Body, Mind & Spirit","4,1"
For the Sins of My Father,Albert DeMeo;Mary Jane Ross,Biography & Autobiography,"4,05"
Bookends,Jane Green,Fiction,"3,71"
A Short History of Nearly Everything,Bill Bryson,Science,"4,2"
Inconceivable,Julia Indichova,Health & Fitness,"3,82"
The Minimalist Cooks at Home,Mark Bittman,Cooking,"3,91"
Bryson's Dictionary of Troublesome Words,Bill Bryson,Language Arts & Disciplines,"3,88"
Conspiracy of Fools,Kurt Eichenwald,Business & Economics,"4,22"
Babyville,Jane Green,Fiction,"3,62"
To Have and to Hold,Jane Green,Fiction,"3,63"
La Cucina Di Lidia,Lidia Bastianich;Jay Jacobs,Cooking,"4,1"
Bill Bryson's African Diary,Bill Bryson,Biography & Autobiography,"3,43"
The Sex Lives of Cannibals,J. Maarten Troost,Social Science,"3,87"
Holy Cow,Sarah MacDonald,Travel,"3,53"
Love @ First Site,Jane Moore,Fiction,"3,4"
The Female Brain,Louann Brizendine,Psychology,"3,82"
The Dictionary of Corporate Bullshit,Lois Beckwith,Business & Economics,"4,08"
It's Called a Breakup Because It's Broken,Greg Behrendt;Amiira Ruotola-Behrendt,Self-Help,"4,01"
Life on Planet Rock,Lonn Friend,Biography & Autobiography,"3,58"
Leonardo's Swans,Karen Essex,Fiction,"3,71"
Experiencing Father's Embrace,Jack Frost,Religion,"4,34"
Who do you think you are?,Alice Munro,Canada,"3,93"
The Handmaid's Tale,Margaret Atwood,Dystopias,"4,09"
The Jane Austen Cookbook,Maggie Black;Deirdre Le Faye,Cooking,"3,91"
The View from Castle Rock,Alice Munro,Families,"3,69"
Led Astray,Sandra Brown,Fiction,"3,75"
Black Ice,Anne Stuart,Fiction,"3,71"
A Secret Splendor,Sandra Brown,Fiction,"3,66"
The Beach House,Mary Alice Monroe,Fiction,"4,2"
Thriller,James Patterson,Fiction,"3,5"
Cold as Ice,Anne Stuart,Fiction,"3,81"
Two Alone,Sandra Brown,Fiction,"3,7"
Ice Blue,Anne Stuart,Fiction,"3,94"
Kaplan & Sadock's Synopsis of Psychiatry,Benjamin J. Sadock;Virginia A. Sadock,Medical,"4,2"
Pies & Tarts,John Phillip Carroll,Cooking,"3,76"
Soups,Norman Kolpas,Cooking,"3,93"
Insects & Spiders,David Burnie,Juvenile Nonfiction,"4,33"
The Punisher,Garth Ennis;Jeff Youngquist;John McCrea,Comics & Graphic Novels,"4,03"
Runaways,Brian K. Vaughan,Good and evil,"3,97"
New Mutants,Nunzio DeFilippis,Heroes,"4,03"
Homecoming,Richard K. Morgan;Bill Sienkiewicz;Goran Parlov,Comics & Graphic Novels,"3,81"
Astonishing X-Men - Volume 1,Joss Whedon,Comics & Graphic Novels,"4,17"
The Monster of Frankenstein,Gary Friedrich;Doug Moench;Mike Ploog;John Buscema;Val Mayerik,Comics & Graphic Novels,"3,61"
Fantastic Four,Mark Waid,Heroes,"3,96"
New X-Men Omnibus,Grant Morrison;Frank Quitely,Comics & Graphic Novels,"4,22"
Saga of the Sandman,Tom DeFalco,Juvenile Fiction,"3,41"
The Power of One,John C. Maxwell;Thomas G. Addington,Business & Economics,"4,28"
Searching for God Knows What,Donald Miller,Religion,"3,92"
Only the River Runs Free,Bodie Thoene;Brock Thoene,Fiction,"4,09"
The Blood of the Moon,George Grant,Religion,"3,69"
The Guardian,Jane Hamilton,Fiction,"3,75"
The Complete Dream Dictionary,Pamela Ball,"Body, Mind & Spirit","3,72"
Edgar Allan Poe Complete Tales and Poems,Edgar Allan Poe,Fiction,"4,38"
Dazzling Brightness,Roberta Gellis,Fiction,"3,82"
Dead of Winter,P. J. Parrish,Fiction,"3,94"
Thicker Than Water,P. J. Parrish,Fiction,"4,09"
Samantha,Tamara Thorne,Fiction,"3,79"
Island of Bones,P. J. Parrish,Fiction,"4,01"
A Killing Rain,P. J. Parrish,Fiction,"4,04"
An Unquiet Grave,P. J. Parrish,Fiction,"4,12"
Night Lives,Phyllis Eisenstein;Alex Eisenstein,Fiction,"4,5"
The Lightning Thief,Rick Riordan,JUVENILE FICTION,"4,24"
Ready Or Not,Meg Cabot,Large print books,"3,4"
Something Borrowed,Rebecca Hagan Lee,Fiction,"4,17"
Deluxe Encyclopedia of Mandolin Chords,John Baxter,Music,"3,83"
Bad Dreams,Kim Newman,Fiction,"3,15"
The White Rhino Hotel,Bartle Bull,Fiction,"3,94"
A Kiss Before Dying,Ira Levin,Fiction,"3,94"
The Life of Sir Arthur Conan Doyle,John Dickson Carr,Biography & Autobiography,"4,02"
Rape,Joyce Carol Oates,Fiction,"3,56"
The Mammoth Book of New Jules Verne Adventures,Mike Ashley;Eric Brown;Jules Verne,Fiction,"3,68"
The Boys of Everest,Clint Willis,Sports & Recreation,"3,86"
Divine Invasions,Lawrence Sutin,Biography & Autobiography,"4,09"
Writing with Intent,Margaret Atwood,Literary Collections,"4,08"
The Mammoth Book of Golden Age Science Fiction,Isaac Asimov;Charles G. Waugh;Martin Harry Greenberg,Fiction,"3,91"
Baby Einstein: Neighborhood Animals,Marilyn Singer;Julie Aigner-Clark,Juvenile Fiction,"3,89"
Baby Einstein: Birds,Julie Aigner-Clark,Juvenile Fiction,"3,78"
Baby Einstein: Babies,Julie Aigner-Clark,Juvenile Fiction,"4,03"
Baby Einstein: Dogs,Julie Aigner-Clark,Juvenile Fiction,"3,81"
Baby Einstein: What Does Violet See? Raindrops and Puddles,Julie Aigner-Clark,Juvenile Fiction,"3,25"
Son of the Mob: Hollywood Hustle,Gordon Korman,Juvenile Fiction,"3,64"
The Tales from the Odyssey #1: One-Eyed Giant,Mary Pope Osborne,Juvenile Fiction,"3,88"
Tales from the Odyssey: The Land of the Dead - Book #2,Mary Pope Osborne,Juvenile Fiction,"3,99"
Sirens and Sea Monsters,Mary Pope Osborne,Juvenile Fiction,"4,05"
"If I Have a Wicked Stepmother, Where's My Prince?",Melissa Kantor,Juvenile Fiction,"3,66"
The Final Battle,Mary Pope Osborne,Juvenile Fiction,"4,08"
Be More Chill,Ned Vizzini,Juvenile Fiction,"3,68"
Sparrow Hawk Red,Ben Mikaelsen,Adventure stories,"3,77"
The Big Box,Toni Morrison;Slade Morrison,Juvenile Fiction,"3,95"
Cheetah Girls #2: Shop in the Name of Love,Deborah Gregory;Paul Mantell,Juvenile Fiction,"3,64"
Son of the Mob,Gordon Korman,Juvenile Fiction,"3,72"
Summerland,Michael Chabon,Juvenile Fiction,"3,55"
Baby Einstein: Violet's House,Julie Aigner-Clark,Juvenile Fiction,"3,98"
"Baby Einstein: Water, Water Everywhere","Disney Book Group,",Juvenile Fiction,"3,7"
The King in the Window,Adam Gopnik,Juvenile Fiction,"3,62"
Disney's Little Einsteins: Birthday Machine,Susan Ring,Juvenile Fiction,"4,29"
Disney's Little Einsteins: Galactic Goodnight,Susan Ring,Juvenile Fiction,"4,5"
"Baby Einstein: Sweet Dreams, Mimi",Julie Aigner-Clark,Juvenile Fiction,"3,13"
It's Kind of a Funny Story,Ned Vizzini,Juvenile Fiction,"4,13"
The Meanest Doll in the World,Laura Godwin;Ann M. M. Martin,Juvenile Fiction,"3,96"
Disney's Little Einsteins: Music of the Meadow,Susan Ring,Juvenile Fiction,"3,72"
Disney's Little Einsteins: Butterfly Suits,Disney Book Group;Marcy Kelman,Juvenile Fiction,"3,68"
Disney's Little Einstein,Susan Ring,Juvenile Fiction,"4,55"
"The Percy Jackson and the Olympians, Book Two: Sea of Monsters",Rick Riordan,Juvenile Fiction,"4,24"
The Art of Hunchback of Notre Dame,Stephen Rebello,Performing Arts,"4,46"
Nigella Bites,Nigella Lawson,Cooking,"3,99"
Love,Pablo Neruda,Poetry,"4,46"
Betrayal of Trust,Laurie Garrett,Medical,"4,11"
Dirty Jokes and Beer,Drew Carey,Biography & Autobiography,"3,54"
Carter Beats the Devil,Glen David Gold,Fiction,"4,09"
Lost: Secret Identity - Novelization #2,Cathy Hapka,Fiction,"2,92"
Shopgirl,Steve Martin,Fiction,"3,42"
The Soulforge,Margaret Weis,Fiction,"4,15"
Downfall,Jean Rabe,Fiction,"3,68"
The Best of Tales,Margaret Weis;Tracy Hickman,Fiction,"3,81"
The Day of the Tempest,Jean Rabe,Fiction,"3,65"
The Players of Gilean,Margaret Weis;Tracy Hickman,Fiction,"3,64"
Dragons of a Vanished Moon,Margaret Weis;Tracy Hickman,Fiction,"3,9"
The Legend of Huma,Richard A. Knaak,Fiction,"4,03"
The Search for Power,Margaret Weis,Fiction,"3,97"
Night of Blood,Richard A. Knaak,Fiction,"3,9"
Amber and Ashes,Margaret Weis,Fiction,"3,86"
Love and War,Margaret Weis;Tracy Hickman,Fiction,"3,88"
The Reign of Istar,Margaret Weis;Tracy Hickman,Fiction,"3,71"
Player's Handbook II,David Noonan,Games,"3,75"
Night of the Long Shadows,Paul Crilley,Fiction,"3,64"
Dragons of the Highlord Skies,Margaret Weis;Tracy Hickman,Dragons,"4,05"
The Five Dysfunctions of a Team,Patrick M. Lencioni,Business & Economics,"4,02"
Cults in Our Midst,Margaret Thaler Singer,Psychology,"3,92"
The Leadership Challenge,James M. Kouzes;Barry Z. Posner,Business & Economics,"4,04"
Becoming a Goddess of Inner Poise,Donna Freitas,Social Science,"3,59"
"Silos, Politics and Turf Wars",Patrick M. Lencioni,Business & Economics,"4,04"
Organic Church,Neil Cole,Religion,"3,88"
Killing the Imposter God,Donna Freitas;Jason E. King,Literary Criticism,"3,72"
