Book,Author,Genres,Avg_Rating
Prometheus Bound and Other Plays,Aeschylus,"Classics, Plays, Drama, Mythology, Fiction, Poetry, Literature","3,98"
Winterhorn,Baiculescu Ovidiu Nicolae,"Fantasy, Fiction","4,46"
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,"Picture Books, Childrens, Animals, Fiction, Classics, Storytime, Poetry","4,25"
Unorthodox: The Scandalous Rejection of My Hasidic Roots,Deborah Feldman,"Nonfiction, Memoir, Religion, Biography, Audiobook, Jewish, Biography Memoir","3,98"
The Essays of Warren Buffett : Lessons for Corporate America,Warren Buffett,"Business, Finance, Nonfiction, Economics, Money, Personal Finance, Buisness","4,3"
The Hive,Gregg Olsen,"Mystery, Fiction, Thriller, Mystery Thriller, Audiobook, Crime, Suspense","3,84"
Playing to Win: How Strategy Really Works,A.G. Lafley,"Business, Nonfiction, Leadership, Management, Entrepreneurship, Buisness, Self Help","3,98"
Beyond Civilization: Humanitys Next Great Adventure,Daniel Quinn,"Nonfiction, Philosophy, Sociology, Environment, History, Politics, Sustainability","3,89"
Jean-Christophe - I,Romain Rolland,"Fiction, Classics, France, French Literature, Music, Literature, Novels","4,19"
Dantes Divine Comedy: Boxed Set; Adapted by Marcus Sanders,Marcus Sanders,"Poetry, Religion, Classics, Literature, Fiction","4,04"
Time of Wonder,Robert McCloskey,"Picture Books, Childrens, Fiction, Nature, Classics, Realistic Fiction, Family","4,09"
Red Earth and Pouring Rain,Vikram Chandra,"Fiction, India, Fantasy, Magical Realism, Indian Literature, Literature, Asia","3,8"
"The Man Who Warned America: The Life and Death of John ONeill, the FBIs Embattled Counterterror Warrior",Murray Weiss,"Nonfiction, History, American History, Politics, Biography","4,29"
Aurélia and Other Writings,Gérard de Nerval,"Poetry, France, Fiction, French Literature, Literature, Classics, 19th Century","4,03"
Desert Rose: The Life and Legacy of Coretta Scott King,Bernice King,"Biography, Nonfiction","4,26"
The Mabinogion,Unknown,"Classics, Mythology, Fantasy, Fiction, Medieval, Arthurian, Literature","3,94"
Love Dreams,January Valentine,"Contemporary Romance, Romance","3,41"
Cosmic Connection: An Extraterrestrial Perspective,Carl Sagan,"Science, Nonfiction, Astronomy, Physics, Philosophy, Space, History","4,24"
The Uses of Enchantment: The Meaning and Importance of Fairy Tales,Bruno Bettelheim,"Nonfiction, Psychology, Fairy Tales, Literary Criticism, Folklore, Mythology, Philosophy","3,85"
Freddy and Fredericka,Mark Helprin,"Fiction, Humor, Contemporary, Audiobook, Literary Fiction, British Literature, Novels","3,78"
The Dwarf,Pär Lagerkvist,"Fiction, Classics, Historical Fiction, Swedish Literature, Nobel Prize, Sweden, Literature","3,73"
Bonjour tristesse,Françoise Sagan,"Fiction, Classics, France, French Literature, Romance, Novels, 20th Century","3,69"
Letter to a Child Never Born,Oriana Fallaci,"Fiction, Novels, Italian Literature, Feminism, Italy, Literature, Philosophy","3,97"
The Beginning of Everything,Robyn Schneider,"Young Adult, Contemporary, Romance, Fiction, Realistic Fiction, Young Adult Contemporary, Coming Of Age","3,73"
The Bridge Over the River Kwai,Pierre Boulle,"Fiction, Historical Fiction, Classics, War, France, World War II, Historical","3,97"
Beyond Nostalgia,Tom Winton,"Romance, Fiction, Contemporary, Unfinished","3,57"
One Nation: What We Can All Do to Save Americas Future,Ben Carson MD,"Nonfiction, Politics, History, Biography, Political Science, Memoir, Audiobook","4,09"
Dragons Bait,Vivian Vande Velde,"Fantasy, Dragons, Young Adult, Romance, Fiction, Magic, Adventure","3,93"
Lemon Girl,Jyoti Arora,"Fiction, Indian Literature, Drama, Contemporary","4,04"
The Travels of Marco Polo,Giulio Einaudi,"Travel, History",3
Best Of Ruskin Bond,Ruskin Bond,"Fiction, Short Stories, India, Classics, Indian Literature, Poetry, Literature","4,28"
A Perfect Spy,John le Carré,"Fiction, Espionage, Thriller, Mystery, Spy Thriller, Crime, Mystery Thriller","3,99"
Silver Haze,Pankaj Varma,India,"4,22"
The Sane Society,Erich Fromm,"Psychology, Philosophy, Nonfiction, Sociology, Politics, Psychoanalysis, Society","4,25"
Bluefish,Pat Schmatz,"Young Adult, Realistic Fiction, Middle Grade, Fiction, Contemporary, Teen, Juvenile","3,85"
True Stories,Lev Emmanuilovich Razgon,"History, Nonfiction","4,4"
Soft Tortures,P.A. Bitez,Poetry,4
The Proximity of Stars,Benedict Stuart,Science Fiction,"4,55"
Essence Of Being,Mimi Novic,Spirituality,"4,64"
The Orange Girl,Jostein Gaarder,"Fiction, Philosophy, Young Adult, Novels, Romance, Contemporary, Scandinavian Literature","3,92"
Sh?gun,James Clavell,"Historical Fiction, Fiction, Japan, Historical, Classics, Adventure, Asia","4,4"
The Diana Chronicles,Tina  Brown,"Biography, Nonfiction, History, Biography Memoir, Audiobook, British Literature, Womens","3,78"
Scaling Up: How a Few Companies Make It...and Why the Rest Dont (Rockefeller Habits 2.0),Verne Harnish,"Business, Nonfiction, Entrepreneurship, Management, Leadership, Buisness, Personal Development","4,15"
When She Returned,Lucinda Berry,"Thriller, Mystery, Fiction, Mystery Thriller, Audiobook, Psychological Thriller, Suspense","4,07"
The Orphaned Anythings: Memoir of a Lesser Known,Stephen Christian,"Fiction, Music, Young Adult","4,09"
Resurrection,Leo Tolstoy,"Classics, Fiction, Russian Literature, Russia, Literature, 19th Century, Novels","4,16"
The Three Questions,Jon J. Muth,"Picture Books, Childrens, Fiction, Philosophy, Animals, Classics, Spirituality","4,35"
Lifes That Way,Jim Beaver,"Nonfiction, Memoir, Biography, Autobiography, Biography Memoir, Supernatural, Adult","4,52"
"The World as Will and Representation, Vol. 1",Arthur Schopenhauer,"Philosophy, Nonfiction, Classics, German Literature, 19th Century, Psychology, Metaphysics","4,21"
A Woman in Berlin: Eight Weeks in the Conquered City: A Diary,Marta Hillers,"History, Nonfiction, Memoir, Biography, War, World War II, Germany","4,27"
Journey by Moonlight,Antal Szerb,"Fiction, Hungarian Literature, Classics, Hungary, Literature, Italy, 20th Century","4,22"
One Night at the Call Center,Chetan Bhagat,"Fiction, Indian Literature, India, Romance, Contemporary, Novels, Drama","2,52"
The Corporation: The Pathological Pursuit of Profit and Power,Joel Bakan,"Nonfiction, Economics, Politics, Business, History, Sociology, Society","4,07"
I Am Not Myself These Days,Josh Kilmer-Purcell,"Memoir, Nonfiction, LGBT, Humor, Biography, Queer, Biography Memoir","3,95"
Justice: Whats the Right Thing to Do?,Michael J. Sandel,"Philosophy, Nonfiction, Politics, Law, Sociology, Psychology, History","4,31"
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,David Bayles,"Art, Nonfiction, Writing, Self Help, Philosophy, Psychology, Art Design","3,77"
Coriolanus,William Shakespeare,"Plays, Classics, Drama, Fiction, Theatre, Historical Fiction, Literature","3,72"
A Lua de Joana,Maria Teresa Maia Gonzalez,"Portuguese Literature, Young Adult, Fiction, Childrens, Contemporary, Portugal, Classics","3,78"
Only the Paranoid Survive. Lessons from the CEO of INTEL Corporation,Andrew S. Grove,"Business, Management, Nonfiction, Leadership, Biography, Technology, Entrepreneurship","3,97"
Spilled Coffee,J.B. Chicoine,Fiction,"3,85"
Kris,Patrick OScheen,Fiction,"4,18"
"365 Fun, Uplifting, and Inspirational Quotes from All the Top Movies",Daniel Willey,Media Tie In,"4,35"
Bentwhistle The Dragon in A Chilling Revelation (Book 2),Paul Cude,"Young Adult, Fantasy, Dragons","4,65"
The Library of Babel,Jorge Luis Borges,"Fiction, Short Stories, Classics, Philosophy, Fantasy, Magical Realism, Books About Books","4,38"
The Warrior,Joyce Swann,"Christian Fiction, Christian, Fiction, Amazon, Prayer, Religion, Spirituality","4,35"
Anne Hawksmoor: Time in the Tower,K.C. Harry,Time Travel,"4,28"
"Opiate Addiction - The Painkiller Addiction Epidemic, Heroin Addiction and the Way Out",Taite Adams,Nonfiction,"3,95"
Liberty Defined: 50 Essential Issues That Affect Our Freedom,Ron Paul,"Politics, Nonfiction, Philosophy, Economics, History, Political Science, American History","4,21"
Earthly Powers,David       Anderson,"Thriller, Mystery","4,59"
Doctors,Erich Segal,"Fiction, Romance, Medical, Drama, Medicine, Contemporary, Novels","4,06"
The Secret of Childhood,Maria Montessori,"Education, Parenting, Nonfiction, Psychology, Childrens, Teaching, Science","4,18"
Shades of Blue,Karen Kingsbury,"Christian Fiction, Christian, Fiction, Romance, Contemporary, Inspirational, Adult Fiction","4,22"
The Quran: English Meanings and Notes,Saheeh International,"Islam, Nonfiction","4,53"
Introducing Charlotte,Charlotte Hains,Erotica,"4,69"
Solitaire,Alice Oseman,"Young Adult, Contemporary, Romance, LGBT, Fiction, Mental Health, Queer","3,91"
Ray of Sunlight,Brynn Stein,"M M Romance, Young Adult, Contemporary, Romance, LGBT, Disability, Gay","4,24"
"El amor, las mujeres y la vida",Mario Benedetti,"Poetry, Spanish Literature, Romance, Fiction, Literature, Classics","4,26"
The Illicit Happiness of Other People,Manu Joseph,"Fiction, India, Indian Literature, Mystery, Contemporary, Literary Fiction, Literature","4,08"
Persona normal,Benito Taibo,"Young Adult, Contemporary, Spanish Literature, Fiction, Coming Of Age, Drama, Audiobook","4,4"
"Proposed Roads to Freedom: Socialism, Anarchism and Syndicalism",Bertrand Russell,"Philosophy, Politics, Nonfiction, History, Economics, Sociology, Political Science","3,88"
Standing for Something: 10 Neglected Virtues That Will Heal Our Hearts and Homes,Gordon B. Hinckley,"Religion, Nonfiction, Lds, Church, Self Help, Inspirational, Spirituality","4,6"
Pretty Girls,Karin Slaughter,"Thriller, Mystery, Fiction, Mystery Thriller, Audiobook, Crime, Suspense","4,04"
Supergirl Mixtapes,Meagan Brothers,"Young Adult, Music, Contemporary, New York, Realistic Fiction, High School, Teen","3,51"
Alchemist of the East,Aporva Kala,"Love, India, Historical Fiction, Mythology, Romance, War, Literature","4,53"
The Child Thief,Brom,"Fantasy, Horror, Retellings, Fiction, Young Adult, Fairy Tales, Adult","4,09"
"Billy The Kid, An Autobiography",Daniel A. Edwards,"History, Nonfiction, Biography, Westerns, Autobiography","4,05"
Behind Blue Eyes,D.M. Wolfenden,"Vampires, Horror, Paranormal","4,22"
Wars Unwomanly Face,Svetlana Alexievich,"Nonfiction, History, War, Feminism, Russia, World War II, Historical","4,52"
All About Love: New Visions,bell hooks,"Nonfiction, Feminism, Philosophy, Self Help, Essays, Love, Psychology","4,08"
Fracked,Mark D.  Campbell,"Horror, Zombies","4,14"
From Antarctica to Zimbabwe: How I Hit the Reset Button On My Life,Quinta,"Travel, Nonfiction","3,75"
Destiny of Souls: New Case Studies of Life Between Lives,Michael   Newton,"Spirituality, Nonfiction, New Age, Self Help, Metaphysics, Paranormal, Philosophy","4,32"
Id rather Starve than Cook!,Lisa M. Orban,"Humor, Cooking","4,27"
The World of Yesterday,Stefan Zweig,"History, Nonfiction, Biography, Memoir, Classics, German Literature, Literature","4,51"
Inconvenient Memories: A Personal Account of the Tiananmen Square Incident and the China Before and After,Anna  Wang,"China, History, Nonfiction, Memoir, Biography, Asia, Politics","3,92"
The Sense of Touch,Ron  Parsons,"Short Stories, Literary Fiction, Fiction, Contemporary, Novels","4,18"
The Truth-Seeker’s Handbook: A Science-Based Guide,Gleb Tsipursky,"Nonfiction, Science, Psychology, Self Help, Business, Politics, Teaching","4,14"
Stories Of The Prophets,??? ????,"Islam, Religion, History, Nonfiction, Spirituality, Biography, Reference","4,5"
Percy Jackson and the Greek Gods (English),Rick Riordan,"Fantasy, Mythology, Young Adult, Middle Grade, Fiction, Greek Mythology, Adventure","4,46"
THE BOOK THAT HAPPENED – Is Reality but Sheer Coincidence?,Attila  Pergel,"Nonfiction, Inspirational","4,44"
The School for Scandal,Richard Brinsley Sheridan,"Plays, Classics, Drama, Fiction, Theatre, 18th Century, Humor","3,62"
Measure What Matters,John Doerr,"Business, Nonfiction, Management, Leadership, Productivity, Entrepreneurship, Self Help","3,99"
And So it Goes: Kurt Vonnegut: A Life,Charles J. Shields,"Biography, Nonfiction, Biography Memoir, History, Literature, Memoir, Writing","3,95"
Twenty Years Later,Charlie Donlea,"Mystery, Thriller, Mystery Thriller, Fiction, Audiobook, Suspense, Crime","4,27"
The Perfect Child,Lucinda Berry,"Thriller, Fiction, Horror, Mystery, Mystery Thriller, Audiobook, Suspense","4,08"
The Mystery of Marriage: Meditations on the Miracle,Mike Mason,"Marriage, Nonfiction, Christian, Christianity, Theology, Christian Living, Relationships","4,25"
Prayer for a Child,Rachel Field,"Picture Books, Childrens, Christian, Poetry, Religion, Prayer, Fiction","3,94"
Nothing Lasts Forever,Sidney Sheldon,"Fiction, Thriller, Mystery, Suspense, Romance, Mystery Thriller, Crime","3,87"
Home Repair,Liz Rosenberg,"Fiction, Chick Lit, Womens Fiction, Contemporary, Realistic Fiction","3,2"
Broken: My Story of Addiction and Redemption,William Cope Moyers,"Memoir, Nonfiction, Psychology, Autobiography, Mental Health, Biography, Mental Illness","3,96"
Alicia: My Story,Alicia Appleman-Jurman,"Holocaust, Nonfiction, History, Biography, Memoir, World War II, Historical","4,12"
The Mysterious Stranger,Mark Twain,"Fiction, Classics, Fantasy, Short Stories, Literature, American, Philosophy","4,13"
The Irresistible Revolution: Living as an Ordinary Radical,Shane Claiborne,"Christian, Nonfiction, Religion, Christianity, Faith, Theology, Spirituality","4,03"
Crabwalk,Günter Grass,"Fiction, German Literature, Historical Fiction, Germany, Classics, Nobel Prize, Literature","3,48"
Songmaster,Orson Scott Card,"Fantasy, Science Fiction, Fiction, Science Fiction Fantasy, Speculative Fiction, Adult, Music","3,75"
How the Mind Works,Steven Pinker,"Psychology, Science, Nonfiction, Neuroscience, Philosophy, Brain, Biology","3,99"
Ramayana,V?lm?ki,"Classics, Mythology, India, Religion, Poetry, Fiction, Epic","4,2"
"Asura: Tale Of The Vanquished, The Story of Ravana and His People",Anand Neelakantan,"Mythology, Fiction, Indian Literature, India, Fantasy, Historical Fiction, Novels","3,69"
Teatro de Gil Vicente,Gil Vicente,"Plays, Portugal, Portuguese Literature, Fiction, Theatre, Drama","3,77"
The Art of Worldly Wisdom: A Pocket Oracle,Baltasar Gracián,"Philosophy, Nonfiction, Classics, Self Help, Psychology, Politics, Spanish Literature","4,19"
The Deptford Trilogy,Robertson Davies,"Fiction, Fantasy, Canada, Novels, Literature, Classics, Mystery","4,32"
The Forever War,Dexter Filkins,"Nonfiction, History, War, Politics, Military Fiction, Journalism, Military History","4,12"
The Dovekeepers,Alice Hoffman,"Historical Fiction, Fiction, Historical, Magical Realism, Jewish, Book Club, Israel","4,06"
The Last Day of a Condemned Man,Victor Hugo,"Classics, Fiction, France, French Literature, 19th Century, Historical Fiction, Novels",4
The Unfettered Mind: Writings of the Zen Master to the Sword Master,Takuan Soho,"Philosophy, Martial Arts, Nonfiction, Japan, Buddhism, Zen, Spirituality","4,05"
This Star Wont Go Out: The Life and Words of Esther Grace Earl,Esther Earl,"Nonfiction, Memoir, Biography, Biography Memoir, Autobiography, Teen, Contemporary","4,15"
"Theres More to Life Than This: Healing Messages, Remarkable Stories, and Insight About the Other Side from the Long Island Medium",Theresa Caputo,"Nonfiction, Spirituality, Memoir, Audiobook, Biography, Paranormal, Inspirational","4,18"
Jackboot Britain,Daniel S. Fletcher,"Historical Fiction, Alternate History, Fiction, War, World War II, Dystopia, Science Fiction","3,58"
A Flicker of Light,Roberta Kagan,"Historical Fiction, Fiction, Holocaust, Romance, World War II, Historical, Historical Romance","3,93"
Sinnabar,Richard Wolkomir,Dystopia,"4,27"
Outpassage,Janet E. Morris,"Science Fiction, Fiction, Space Opera, Adult, Space","4,12"
Liberty,Kim Iverson Headlee,"Historical Fiction, Romance, Fiction, Historical","4,01"
From Ouch to Oops,Ramg Vallath,Nonfiction,"4,1"
The Hellbound Heart,Clive Barker,"Horror, Fiction, Fantasy, Novella, Paranormal, Supernatural, Classics","4,07"
Land of the Seven Rivers: A Brief History of Indias Geography,Sanjeev Sanyal,"History, India, Nonfiction, Geography, Indian Literature, Asia, Ancient History","4,02"
Give It Back,Danielle Esplin,"Thriller, Mystery, Fiction, Psychological Thriller, Mystery Thriller, Suspense, Crime","3,8"
The Doors of Perception,Aldous Huxley,"Philosophy, Nonfiction, Psychology, Classics, Essays, Spirituality, Audiobook","3,91"
"Mountains of Tibet, The",Mordicai Gerstein,"Picture Books, Childrens, Death, Spirituality, Fiction, Cultural, Asia","4,43"
Collected Fictions,Jorge Luis Borges,"Fiction, Short Stories, Classics, Literature, Fantasy, Magical Realism, Philosophy","4,57"
20th Century Ghosts,Joe Hill,"Horror, Short Stories, Fiction, Fantasy, Paranormal, Ghosts, Supernatural","3,91"
Indian Horse,Richard Wagamese,"Fiction, Historical Fiction, Canada, Historical, Literary Fiction, Sports, School","4,43"
Colors of the Mountain,Da Chen,"China, Nonfiction, Memoir, Biography, Asia, History, Autobiography","3,98"
The Divan,Hafez,"Poetry, Classics, Iran, Literature, Nonfiction, Spirituality, Islam","4,66"
Long Live Phoenixes,Jasmine Farrell,Poetry,"4,67"
The Story of Philosophy: The Lives and Opinions of the Worlds Greatest Philosophers,Will Durant,"Philosophy, Nonfiction, History, Biography, Classics, Audiobook, Psychology","4,14"
